x,y,error,timestamp,targetX,targetY
51.85,500.21,,4687.200000047684,51.2,38.400000000000006
49.99,502.71,,4752.100000143051,51.2,38.400000000000006
43.24,511.69,,4820.900000095367,51.2,38.400000000000006
27.49,532.90,,4879.700000047684,51.2,38.400000000000006
1.56,222.99,,5861.100000143051,51.2,38.400000000000006
17.80,194.35,,5938.5,51.2,38.400000000000006
68.15,149.09,,6022.799999952316,51.2,38.400000000000006
85.82,142.48,,6105.600000143051,51.2,38.400000000000006
137.67,105.50,,6187.600000143051,51.2,38.400000000000006
159.89,111.10,,6255.799999952316,51.2,38.400000000000006
180.91,121.12,,6321.5,51.2,38.400000000000006
219.41,120.21,,6385.900000095367,51.2,38.400000000000006
247.48,121.12,,6451.600000143051,51.2,38.400000000000006
257.73,119.59,,6531,51.2,38.400000000000006
265.56,97.64,,6615.299999952316,51.2,38.400000000000006
263.97,88.19,,6695.5,51.2,38.400000000000006
246.24,124.59,,6774.400000095367,51.2,38.400000000000006
242.64,90.00,,6856.600000143051,51.2,38.400000000000006
217.88,82.41,,6951.5,51.2,38.400000000000006
213.34,81.25,,7034.600000143051,51.2,38.400000000000006
181.80,73.49,,7113.700000047684,51.2,38.400000000000006
154.94,78.03,,7191.799999952316,51.2,38.400000000000006
128.97,83.85,,7260.400000095367,51.2,38.400000000000006
107.85,83.48,,7332.799999952316,51.2,38.400000000000006
82.53,92.83,,7403,51.2,38.400000000000006
60.67,97.53,,7471.200000047684,51.2,38.400000000000006
45.38,104.62,,7546.900000095367,51.2,38.400000000000006
42.64,103.93,,7617.799999952316,51.2,38.400000000000006
48.48,77.66,,7695.100000143051,51.2,38.400000000000006
42.83,60.80,,7769.400000095367,51.2,38.400000000000006
34.17,61.29,,7833,51.2,38.400000000000006
33.61,37.76,,7911.200000047684,51.2,38.400000000000006
34.94,39.75,,7978.400000095367,51.2,38.400000000000006
34.61,43.87,,8044.400000095367,51.2,38.400000000000006
32.43,47.02,,8109.900000095367,51.2,38.400000000000006
32.78,53.36,,8168.100000143051,51.2,38.400000000000006
27.09,83.47,,8234.200000047684,51.2,38.400000000000006
27.44,78.15,,8331.799999952316,51.2,38.400000000000006
21.43,103.66,,8389.299999952316,51.2,38.400000000000006
7.58,155.52,,8452.799999952316,51.2,38.400000000000006
15.11,135.16,,8525.799999952316,51.2,38.400000000000006
20.55,125.12,,8586.5,51.2,38.400000000000006
27.68,112.35,,8684.799999952316,51.2,38.400000000000006
32.41,104.89,,8756.200000047684,51.2,38.400000000000006
30.76,116.38,,8820.5,51.2,38.400000000000006
39.30,99.64,,8884,51.2,38.400000000000006
40.83,93.54,,8956.600000143051,51.2,38.400000000000006
44.36,78.20,,9027.600000143051,51.2,38.400000000000006
42.78,78.42,,9119.5,51.2,38.400000000000006
38.91,91.29,,9199.200000047684,51.2,38.400000000000006
40.73,82.68,,9284.600000143051,51.2,38.400000000000006
40.68,90.34,,9350.799999952316,51.2,38.400000000000006
44.24,64.08,,9418.799999952316,512,38.400000000000006
47.74,57.23,,9518.200000047684,512,38.400000000000006
50.61,51.89,,9584.400000095367,512,38.400000000000006
49.76,59.65,,9651.600000143051,512,38.400000000000006
48.60,62.33,,9717.200000047684,512,38.400000000000006
91.72,57.08,,9788.700000047684,512,38.400000000000006
176.18,87.65,,9878.799999952316,512,38.400000000000006
247.16,113.92,,9951.799999952316,512,38.400000000000006
296.49,118.18,,10019.100000143051,512,38.400000000000006
407.40,121.64,,10092.100000143051,512,38.400000000000006
455.90,149.84,,10175.200000047684,512,38.400000000000006
491.86,160.12,,10255.299999952316,512,38.400000000000006
527.27,142.47,,10325.799999952316,512,38.400000000000006
560.23,152.10,,10410.100000143051,512,38.400000000000006
562.19,143.50,,10510.400000095367,512,38.400000000000006
589.75,109.10,,10589.299999952316,512,38.400000000000006
592.33,132.60,,10668.600000143051,512,38.400000000000006
591.61,137.37,,10738.5,512,38.400000000000006
573.93,106.95,,10812.100000143051,512,38.400000000000006
554.89,82.42,,10892.5,512,38.400000000000006
529.65,80.98,,10960,512,38.400000000000006
497.15,91.16,,11024.600000143051,512,38.400000000000006
482.14,82.62,,11095.200000047684,512,38.400000000000006
468.78,75.17,,11174.5,512,38.400000000000006
457.62,56.44,,11252.600000143051,512,38.400000000000006
461.08,60.12,,11323.700000047684,512,38.400000000000006
454.34,62.94,,11388.400000095367,512,38.400000000000006
447.43,40.24,,11453,512,38.400000000000006
456.12,53.30,,11523.900000095367,512,38.400000000000006
439.40,74.31,,11584.900000095367,512,38.400000000000006
425.45,92.59,,11650.299999952316,512,38.400000000000006
410.44,101.84,,11720.100000143051,512,38.400000000000006
398.35,109.38,,11783.5,512,38.400000000000006
396.75,117.99,,11854,512,38.400000000000006
368.29,128.75,,11917.900000095367,512,38.400000000000006
351.16,151.73,,11984.5,512,38.400000000000006
385.92,128.21,,12050.100000143051,512,38.400000000000006
414.38,115.65,,12151.400000095367,512,38.400000000000006
417.08,109.80,,12220,512,38.400000000000006
419.30,104.69,,12286,512,38.400000000000006
430.25,108.20,,12340.900000095367,512,38.400000000000006
441.79,112.82,,12404,512,38.400000000000006
451.57,117.54,,12462.100000143051,512,38.400000000000006
446.88,120.69,,12523,512,38.400000000000006
442.35,123.23,,12583.600000143051,512,38.400000000000006
434.20,124.95,,12651.100000143051,512,38.400000000000006
427.02,126.23,,12716.299999952316,512,38.400000000000006
