x,y,error,timestamp,targetX,targetY
657.33,262.68,undefined,33106.90000009537,626.04,315.11
629.15,262.71,undefined,33156.5,626.50,307.25
585.99,242.32,undefined,33208.09999990463,620.43,297.51
555.79,258.58,undefined,33252.700000047684,610.73,291.67
557.25,269.04,undefined,33306.200000047684,602.71,288.27
518.23,266.81,undefined,33355.90000009537,590.04,285.05
599.03,313.19,undefined,33407.5,591.39,289.27
588.53,315.28,undefined,33457.40000009537,590.96,293.17
569.77,316.83,undefined,33507.299999952316,587.78,296.72
559.10,298.87,undefined,33551,583.48,297.05
584.41,317.74,undefined,33606,583.62,300.15
627.61,331.91,undefined,33683.59999990463,590.22,304.91
672.17,274.77,undefined,38242.40000009537,602.51,300.39
592.31,226.18,undefined,38325.200000047684,600.98,289.26
511.51,209.99,undefined,38388.799999952316,587.56,277.37
413.95,220.52,undefined,38434.200000047684,561.52,268.84
488.00,144.17,undefined,38490.90000009537,550.49,250.14
313.62,280.71,undefined,38545.59999990463,514.96,254.73
214.79,420.35,undefined,38604.700000047684,469.93,279.57
117.23,506.60,undefined,38662,417.03,313.63
59.27,567.42,undefined,38718.59999990463,363.37,351.69
