x,y,error,timestamp,targetX,targetY
52.26,37.76,,6714.899999856949,64.62,58.43
54.24,34.84,,6749.399999856949,63.06,54.89
56.95,33.30,,6782.199999809265,62.14,51.65
52.62,28.72,,6815.199999809265,60.72,48.21
60.04,39.33,,6868.199999809265,60.61,46.88
59.18,39.31,,6900,60.40,45.74
60.02,43.11,,6932.199999809265,60.34,45.35
58.93,45.15,,6964.199999809265,60.13,45.32
62.99,50.33,,6997.299999952316,60.56,46.07
69.07,58.41,,7030.5,61.84,47.92
61.63,55.24,,7064.299999952316,61.81,49.02
53.33,51.29,,7097.099999904633,60.53,49.36
57.53,47.80,,7130.099999904633,60.08,49.13
72.24,65.48,,7164.199999809265,61.91,51.58
161.22,84.46,,7196.899999856949,76.80,56.51
240.57,98.74,,7230,101.37,62.84
318.13,104.05,,7269,133.88,69.03
386.26,109.94,,7303,171.74,75.16
442.60,114.25,,7337.299999952316,212.37,81.03
474.72,110.16,,7371.5,251.72,85.40
497.46,106.02,,7405.099999904633,288.58,88.49
539.05,102.54,,7443,326.15,90.60
527.09,89.81,,7481.099999904633,356.29,90.48
512.71,78.76,,7515.5,379.76,88.72
486.90,82.72,,7555.699999809265,395.83,87.82
507.62,69.55,,7615.299999952316,412.60,85.08
533.66,70.49,,7652.799999952316,430.76,82.89
534.82,69.25,,7691.899999856949,446.37,80.85
533.78,68.44,,7744.699999809265,459.48,78.98
531.16,80.02,,7795.399999856949,470.23,79.14
538.20,78.30,,7845,480.42,79.01
522.84,78.92,,7882.599999904633,486.79,79.00
508.66,79.45,,7918.299999952316,490.07,79.07
504.54,89.85,,7953.899999856949,492.24,80.69
512.46,93.98,,7992,495.27,82.68
509.02,96.25,,8027.199999809265,497.34,84.72
497.39,105.29,,8063.5,497.34,87.80
488.07,104.89,,8100.5,495.95,90.37
474.39,111.27,,8136.899999856949,492.72,93.50
453.51,108.03,,8174.399999856949,486.84,95.68
451.84,94.20,,8209.299999952316,481.59,95.46
451.09,82.19,,8246.5,477.01,93.47
470.41,76.72,,8285.799999952316,476.02,90.96
471.13,69.16,,8320.199999809265,475.29,87.69
468.45,66.42,,8354.599999904633,474.26,84.50
475.15,59.48,,8393.799999952316,474.39,80.74
495.36,47.66,,8430.599999904633,477.54,75.78
491.85,48.51,,8472.899999856949,479.69,71.69
497.15,44.82,,8509,482.31,67.66
498.53,40.30,,8544.5,484.74,63.56
555.16,38.75,,8582.399999856949,495.30,59.84
596.48,33.71,,8617.5,510.48,55.92
621.52,43.71,,8651.299999952316,527.14,54.09
643.45,52.39,,8688.5,544.58,53.83
674.87,52.11,,8722.599999904633,564.13,53.57
683.66,57.67,,8756.899999856949,582.06,54.19
662.75,50.11,,8803.899999856949,594.16,53.58
662.60,52.52,,8841.599999904633,604.43,53.42
665.57,48.87,,8880.099999904633,613.60,52.74
655.69,35.84,,8930.299999952316,619.91,50.20
630.82,49.19,,8980.699999809265,621.55,50.05
613.70,59.76,,9017.199999809265,620.37,51.51
561.80,62.49,,9065,611.58,53.15
530.91,58.36,,9113.299999952316,599.48,53.94
517.43,59.11,,9168.099999904633,587.18,54.71
513.63,60.97,,9227.599999904633,576.14,55.65
495.03,58.28,,9278.099999904633,563.98,56.05
500.36,63.47,,9320.699999809265,554.43,57.16
499.72,52.66,,9358.299999952316,546.23,56.48
495.01,36.02,,9410.699999809265,538.55,53.41
490.10,39.22,,9462.599999904633,531.28,51.29
488.62,37.06,,9501.299999952316,524.88,49.15
484.78,34.41,,9535.699999809265,518.87,46.94
412.87,103.59,,9574.699999809265,502.97,55.44
351.36,161.60,,9611,480.23,71.36
189.90,192.15,,9662.299999952316,436.68,89.48
70.38,222.08,,9703.399999856949,381.73,109.37
149.46,76.01,,13312.599999904633,346.89,104.37
309.02,73.09,,13351.899999856949,341.21,99.68
420.78,66.08,,13389.699999809265,353.15,94.64
513.58,55.31,,13423.899999856949,377.21,88.74
575.74,57.88,,13480.599999904633,406.99,84.11
625.49,57.52,,13517.5,439.77,80.12
657.87,57.67,,13553.799999952316,472.48,76.75
635.59,41.44,,13590.299999952316,496.95,71.45
610.09,53.62,,13627,513.92,68.78
601.56,48.04,,13665.099999904633,527.07,65.67
585.09,66.60,,13703,535.77,65.81
574.34,74.31,,13738.599999904633,541.56,67.08
555.51,71.15,,13776,543.65,67.69
525.27,81.90,,13827.5,540.89,69.82
488.43,90.95,,13877.299999952316,533.02,72.99
456.46,98.65,,13913.799999952316,521.54,76.84
441.49,103.78,,13949.799999952316,509.53,80.88
428.46,140.40,,13987.799999952316,497.37,89.81
460.49,120.04,,14027.799999952316,491.84,94.34
562.39,137.83,,14066.899999856949,502.42,100.87
661.28,154.53,,14106.299999952316,526.25,108.92
638.64,133.45,,14148.699999809265,543.11,112.60
678.79,141.57,,14188.799999952316,563.46,116.94
709.57,147.79,,14243.5,585.38,121.57
714.52,164.11,,14294,604.75,127.95
713.09,164.90,,14332.899999856949,621.00,133.49
727.00,164.85,,14370.799999952316,636.90,138.20
753.80,147.96,,14408,654.43,139.66
774.62,133.08,,14444.899999856949,672.46,138.67
778.70,82.31,,14486.799999952316,688.40,130.22
835.23,63.61,,14522.899999856949,710.42,120.23
867.53,40.82,,14577,733.99,108.32
913.10,26.76,,14620,760.86,96.08
958.28,14.84,,14680.699999809265,790.47,83.90
995.44,6.62,,14717.599999904633,821.22,72.31
974.18,18.79,,14758.299999952316,844.16,64.28
963.86,21.54,,14812.599999904633,862.12,57.87
918.20,31.85,,14853.299999952316,870.53,53.97
970.53,12.01,,14913.599999904633,885.53,47.67
977.41,6.84,,14954.199999809265,899.31,41.55
979.99,3.41,,15009.199999809265,911.41,35.83
995.81,1.43,,15059.799999952316,924.07,30.67
979.90,4.20,,15159,932.45,26.70
985.57,6.27,,15210.599999904633,940.41,23.63
998.56,12.56,,15260.399999856949,949.14,21.97
998.41,17.66,,15300,956.53,21.33
994.57,23.15,,15340.599999904633,962.23,21.60
999.63,45.80,,15553,967.84,25.23
974.21,55.19,,15596.699999809265,968.80,29.72
953.06,59.65,,15648.099999904633,966.44,34.21
942.53,62.17,,15707.099999904633,962.85,38.41
907.83,69.06,,15763.699999809265,954.60,43.00
893.21,69.23,,15812.299999952316,945.39,46.94
899.56,72.27,,15868,938.52,50.74
902.05,75.73,,15911.599999904633,933.05,54.49
905.16,78.26,,15949.299999952316,928.86,58.05
936.08,71.36,,15987.699999809265,929.94,60.05
947.28,65.10,,16042.399999856949,932.54,60.81
956.28,58.78,,16093.299999952316,936.11,60.50
963.23,53.59,,16132,940.17,59.47
868.58,73.04,,16169.799999952316,929.43,61.50
872.80,73.47,,16225.699999809265,920.94,63.30
774.29,73.61,,16266.199999809265,898.94,64.84
632.41,142.36,,16312,858.96,76.47
443.15,244.61,,16350.899999856949,796.59,101.69
308.53,317.65,,16391.699999809265,723.38,134.09
201.15,376.90,,16442.299999952316,645.05,170.51
162.12,394.31,,16492.89999985695,572.61,204.08
122.33,408.67,,16542.299999952316,505.07,234.77
0.10,496.67,,16584.5,429.32,274.05
7.23,450.53,,17045.699999809265,366.01,300.52
37.75,425.32,,17088.39999985695,316.77,319.24
42.72,411.63,,17141.89999985695,275.66,333.10
48.92,413.90,,17188.39999985695,241.65,345.22
57.43,418.62,,17243.39999985695,214.02,356.23
65.19,426.07,,17290,191.69,366.71
87.13,423.11,,17341.89999985695,176.01,375.17
72.36,432.32,,17392.299999952316,160.46,383.74
59.07,440.37,,17441.89999985695,145.25,392.24
66.50,448.30,,17493.39999985695,133.44,400.65
72.71,454.94,,17534.799999952316,124.33,408.79
62.61,451.98,,17596.099999904633,115.07,415.27
24.43,440.52,,17642.89999985695,101.48,419.06
24.35,437.12,,17695.199999809265,89.91,421.77
21.69,388.05,,18177.89999985695,79.67,416.71
46.08,388.77,,18218.299999952316,74.64,412.52
63.69,388.80,,18259.199999809265,72.99,408.96
125.98,396.31,,18303.5,80.94,407.06
172.41,403.37,,18344.39999985695,94.66,406.51
211.79,400.71,,18389,112.23,405.64
333.67,405.40,,18430.299999952316,145.45,405.60
373.85,402.25,,18474.699999809265,179.71,405.10
419.08,404.67,,18530.099999904633,215.61,405.04
428.54,412.43,,18577.099999904633,247.55,406.14
426.33,419.98,,18619.599999904633,274.37,408.22
425.46,428.55,,18695,297.03,411.27
465.36,428.98,,18762.39999985695,322.28,413.93
491.76,428.16,,18829.39999985695,347.70,416.06
480.52,429.99,,18892,367.63,418.15
491.47,425.50,,18942.199999809265,386.20,419.25
484.00,412.52,,18988.39999985695,400.87,418.24
465.48,407.35,,19043.099999904633,410.56,416.61
478.87,404.87,,19088.699999809265,420.81,414.85
465.26,400.84,,19141.699999809265,427.48,412.75
473.41,398.63,,19189.699999809265,434.37,410.63
457.54,394.10,,19242.199999809265,437.84,408.15
473.06,384.98,,19309,443.13,404.67
488.18,384.04,,19357.89999985695,449.88,401.58
471.10,381.78,,19424.5,453.07,398.61
490.85,373.40,,19475.89999985695,458.73,394.83
500.99,364.77,,19527.89999985695,465.07,390.32
473.09,364.14,,19585,466.27,386.39
444.20,364.88,,19645,462.96,383.17
437.02,365.43,,19694.89999985695,459.07,380.51
454.58,370.18,,19748.599999904633,458.40,378.96
403.73,381.84,,19808.89999985695,450.20,379.39
399.56,382.76,,19858.699999809265,442.60,379.90
432.01,371.71,,19908.199999809265,441.01,378.67
503.37,333.47,,19956.89999985695,450.37,371.89
454.53,345.32,,20008.5,450.99,367.90
464.57,363.76,,20058.299999952316,453.03,367.28
487.42,375.16,,20111.39999985695,458.19,368.46
616.28,372.36,,20155.799999952316,481.90,369.05
659.53,359.63,,20200.199999809265,508.55,367.63
732.10,370.99,,20247.299999952316,542.08,368.14
777.44,382.90,,20292.39999985695,577.38,370.35
812.20,392.96,,20336.699999809265,612.61,373.74
869.71,385.56,,20392,651.17,375.52
921.70,385.95,,20441.39999985695,691.75,377.08
996.89,371.69,,20488.699999809265,737.52,376.27
1017.78,370.64,,20535.39999985695,779.56,375.43
999.25,375.60,,20581.5,812.51,375.45
1004.17,375.73,,20641.599999904633,841.26,375.49
1006.76,369.81,,20694.89999985695,866.09,374.64
1019.36,372.89,,20745.299999952316,889.08,374.38
1014.47,367.75,,20791.799999952316,907.89,373.38
1014.04,361.13,,20891.599999904633,923.81,371.55
1008.82,363.10,,20941.199999809265,936.56,370.28
989.84,342.43,,20992.39999985695,944.55,366.10
984.57,341.20,,21041.89999985695,950.56,362.37
992.00,314.17,,21092.799999952316,956.77,355.14
1013.28,279.29,,21139,965.25,343.76
989.07,280.86,,21611.699999809265,968.82,334.33
969.14,296.95,,21662.5,968.87,328.72
956.72,309.03,,21728.199999809265,967.05,325.77
917.69,327.32,,21777.199999809265,959.64,326.00
893.82,335.80,,21833.699999809265,949.77,327.47
873.66,337.22,,21894.699999809265,938.35,328.93
864.97,351.44,,21943.89999985695,927.35,332.31
865.58,361.68,,22000.89999985695,918.08,336.71
902.27,343.52,,22051.099999904633,915.71,337.73
910.73,339.35,,22108,914.96,337.98
928.66,337.04,,22154.5,917.02,337.84
922.49,347.16,,22208.89999985695,917.84,339.23
917.20,355.61,,22253.89999985695,917.74,341.69
920.36,351.77,,22308,918.14,343.20
941.78,346.02,,22358,921.68,343.63
740.99,370.17,,22410.5,894.58,347.61
607.96,412.04,,22456.39999985695,851.59,357.27
470.01,440.04,,22502.799999952316,794.35,369.69
316.57,509.54,,22561.199999809265,722.68,390.66
218.55,554.61,,22624.89999985695,647.06,415.26
125.82,591.56,,22675.299999952316,568.88,441.70
84.07,602.63,,22723.89999985695,496.16,465.84
15.01,646.46,,22778.799999952316,423.98,492.93
8.50,739.39,,23523.89999985695,361.66,529.90
26.82,742.06,,23575.299999952316,311.44,561.73
23.93,744.81,,23640.699999809265,268.31,589.19
18.34,717.81,,23708.39999985695,230.82,608.48
35.11,724.46,,23775.5,201.46,625.88
33.02,727.00,,23837.599999904633,176.19,641.05
42.85,707.61,,23891.299999952316,156.19,651.03
48.49,701.75,,23961,140.04,658.64
33.14,703.01,,24025.39999985695,124.00,665.29
29.99,709.35,,24079.099999904633,109.90,671.90
22.33,712.88,,24143.599999904633,96.77,678.05
18.49,722.50,,24225.099999904633,85.03,684.72
43.93,731.75,,24291.599999904633,78.86,691.77
73.87,731.08,,24356.89999985695,78.11,697.67
67.41,698.03,,24407.799999952316,76.51,697.72
72.97,694.57,,24458.099999904633,75.98,697.25
50.24,690.43,,24504.89999985695,72.12,696.23
73.84,718.42,,24560.699999809265,72.38,699.56
170.80,685.80,,24612.599999904633,87.14,697.49
267.69,700.58,,24665.299999952316,114.22,697.95
346.99,709.90,,24720.5,149.14,699.75
410.25,706.43,,24774.299999952316,188.30,700.75
451.73,714.40,,24844.799999952316,227.82,702.80
473.46,716.21,,24911.299999952316,264.66,704.81
496.47,726.77,,24978.099999904633,299.44,708.10
509.64,718.86,,25044,330.97,709.72
529.62,726.50,,25100.099999904633,360.76,712.23
536.69,734.18,,25157.199999809265,387.15,715.53
550.77,737.33,,25209.299999952316,411.70,718.80
549.51,743.87,,25277.599999904633,432.37,722.56
558.44,740.21,,25339.89999985695,451.28,725.20
547.97,759.21,,25407.099999904633,465.78,730.31
485.00,767.08,,25774.699999809265,468.67,735.82
494.00,752.89,,25839.89999985695,472.47,738.38
484.97,744.97,,25891.099999904633,474.34,739.37
477.19,738.46,,25939.89999985695,474.77,739.23
466.20,756.79,,25991.39999985695,473.48,741.87
441.66,767.89,,26090.699999809265,468.71,745.77
425.40,762.81,,26135.799999952316,462.21,748.33
436.04,750.77,,26190.199999809265,458.29,748.69
431.00,734.74,,26239.599999904633,454.19,746.60
426.98,713.18,,26290.599999904633,450.11,741.59
422.00,688.73,,26339.89999985695,445.90,733.66
397.87,689.61,,26391.699999809265,438.69,727.05
377.87,691.38,,26434.89999985695,429.57,721.70
365.92,685.89,,26490.799999952316,420.02,716.33
356.82,681.92,,26535,410.54,711.17
366.42,678.45,,26590.5,403.92,706.26
395.03,684.26,,26639.89999985695,402.59,702.96
368.56,684.57,,26683.199999809265,397.48,700.20
346.22,685.25,,26739.599999904633,389.79,697.96
344.30,694.30,,26791.199999809265,382.97,697.41
384.38,701.75,,26835.199999809265,383.18,698.06
384.68,699.79,,26891.099999904633,383.41,698.32
391.45,697.30,,26937.5,384.61,698.17
401.38,685.74,,26993.199999809265,387.13,696.30
415.70,670.46,,27039.39999985695,391.41,692.43
401.42,695.38,,27091.299999952316,392.91,692.87
396.91,709.94,,27140.299999952316,393.51,695.43
403.39,731.44,,27192.099999904633,394.99,700.83
424.00,734.00,,27241.199999809265,399.35,705.81
432.20,734.26,,27288.799999952316,404.27,710.07
434.50,745.97,,27341.099999904633,408.81,715.46
449.50,721.94,,27394.299999952316,414.91,716.43
461.75,700.92,,27456.699999809265,421.94,714.10
464.41,705.45,,27523.799999952316,428.31,712.81
480.28,700.15,,27591.199999809265,436.10,710.91
485.72,684.54,,27656.89999985695,443.55,706.95
506.75,666.25,,27706.89999985695,453.03,700.85
523.79,651.16,,27755.89999985695,463.64,693.39
522.03,666.50,,27806.699999809265,472.40,689.36
538.45,668.86,,27856,482.31,686.28
545.40,668.71,,27915.599999904633,491.77,683.65
549.42,670.50,,27977,500.42,681.68
525.60,664.72,,28044.5,504.20,679.13
518.00,657.42,,28099.89999985695,506.27,675.88
511.12,651.49,,28158.39999985695,506.99,672.22
524.93,660.69,,28226.099999904633,509.68,670.49
521.94,679.39,,28272.699999809265,511.52,671.82
528.79,705.16,,28323.39999985695,514.11,676.82
526.03,712.52,,28372.89999985695,515.90,682.18
521.30,713.50,,28422.099999904633,516.71,686.88
531.48,736.50,,28472.5,518.93,694.32
567.27,737.20,,28526.599999904633,526.18,700.75
604.51,697.96,,28593.5,537.93,700.33
721.99,720.41,,28646.5,565.54,703.35
778.91,724.89,,28706.099999904633,597.54,706.58
844.87,730.19,,28756.199999809265,634.64,710.12
878.49,715.49,,28807,671.22,710.92
939.01,731.12,,28875.699999809265,711.39,713.95
942.64,719.20,,28921.599999904633,746.08,714.74
989.37,732.02,,28972.799999952316,782.57,717.33
1002.69,739.69,,29039.599999904633,815.59,720.69
1022.72,735.68,,29439.099999904633,846.66,722.93
1022.68,734.22,,29490.39999985695,873.06,724.63
1010.33,757.31,,29672.5,893.65,729.53
988.40,766.57,,29722.699999809265,907.86,735.09
968.87,758.44,,29881.89999985695,917.01,738.59
937.96,732.82,,29936.599999904633,920.16,737.72
928.29,735.01,,29992.799999952316,921.38,737.32
928.75,731.73,,30062.699999809265,922.48,736.48
907.24,734.43,,30119.5,920.20,736.17
887.85,710.05,,30175.599999904633,915.34,732.25
857.70,603.92,,31939.599999904633,906.70,713.00
811.25,474.24,,32000.199999809265,892.38,677.19
773.25,366.28,,32054.699999809265,874.51,630.55
719.20,290.67,,32107.599999904633,851.21,579.57
675.64,231.74,,32172.099999904633,824.88,527.39
655.95,203.41,,32222.89999985695,799.54,478.80
630.14,157.25,,32271.799999952316,774.13,430.57
617.30,172.73,,32318,750.60,391.89
626.97,190.03,,32372.5,732.06,361.61
611.56,198.89,,32421.599999904633,713.98,337.20
647.78,230.78,,32471.599999904633,704.05,321.24
642.25,246.50,,32521.89999985695,694.78,310.03
638.74,261.65,,32571.599999904633,686.38,302.77
619.87,268.45,,32622.299999952316,676.40,297.62
624.46,271.12,,32671.599999904633,668.61,293.65
581.11,238.36,,32719.699999809265,655.48,285.35
560.89,199.17,,32765.799999952316,641.30,272.43
501.76,159.19,,32825.799999952316,620.37,255.44
498.40,219.31,,32876.39999985695,602.07,250.02
506.04,233.33,,32929.699999809265,587.67,247.52
556.49,238.77,,32990,582.99,246.21
551.28,249.43,,33041.799999952316,578.23,246.69
550.79,270.93,,33094.89999985695,574.12,250.33
547.50,279.20,,33155.59999990463,570.13,254.66
511.41,281.63,,33208,561.32,258.70
506.58,285.55,,33257.699999809265,553.11,262.73
449.80,315.91,,33326.39999985695,537.61,270.71
426.54,336.80,,33381.199999809265,520.95,280.62
373.45,360.21,,33438.699999809265,498.83,292.56
373.64,378.20,,33508.89999985695,480.05,305.41
469.72,314.94,,33564,478.50,306.84
587.80,312.33,,33622.299999952316,494.89,307.66
655.10,303.93,,33692.59999990463,518.92,307.10
709.66,305.07,,33755.09999990463,547.53,306.80
786.82,258.22,,33822.199999809265,583.43,299.51
820.66,237.80,,33892.5,619.01,290.25
887.52,203.99,,33948.699999809265,659.29,277.31
941.39,178.65,,34010.699999809265,701.60,262.51
943.39,183.17,,34071.299999952316,737.87,250.61
973.05,175.59,,34141.5,773.15,239.36
1009.36,179.14,,34258,808.58,230.33
1010.13,188.94,,34639,838.81,224.12
984.37,180.02,,34709.59999990463,860.65,217.50
961.99,189.85,,34807.89999985695,875.85,213.35
954.28,177.23,,34865.699999809265,887.61,207.94
935.39,217.53,,34923,894.78,209.38
924.35,317.13,,34990,899.21,225.54
933.35,403.04,,35055.799999952316,904.34,252.16
906.88,452.14,,35122.09999990463,904.72,282.16
882.97,485.52,,35171.89999985695,901.46,312.66
900.10,469.59,,35221.5,901.25,336.20
908.95,467.71,,35271.299999952316,902.41,355.93
901.40,406.61,,35322.39999985695,902.26,363.53
895.38,352.41,,35371.09999990463,901.23,361.86
896.48,291.82,,35418.699999809265,900.51,351.36
900.53,285.24,,35471.5,900.52,341.44
905.41,279.76,,35521.299999952316,901.25,332.19
920.82,249.24,,35575.199999809265,904.19,319.75
913.92,221.97,,35638.09999990463,905.65,305.08
951.10,235.24,,35687.39999985695,912.46,294.60
931.93,215.44,,35737.89999985695,915.38,282.73
898.78,177.53,,35788.799999952316,912.89,266.95
914.89,147.42,,35837.199999809265,913.19,249.02
935.76,154.99,,35892.199999809265,916.58,234.91
916.66,141.97,,35958.199999809265,916.59,220.97
918.96,137.71,,36027.299999952316,916.95,208.48
886.43,134.08,,36093.199999809265,912.37,197.32
863.24,137.36,,36155.799999952316,905.00,188.33
860.31,134.33,,36206.299999952316,898.30,180.23
869.42,143.22,,36272.09999990463,893.96,174.68
847.07,168.69,,36338.799999952316,886.93,173.78
844.82,159.02,,36388.89999985695,880.61,171.56
837.95,143.04,,36438.59999990463,874.21,167.29
823.43,146.44,,36489.09999990463,866.60,164.16
847.93,142.75,,36555.5,863.80,160.95
837.18,160.88,,36605.699999809265,859.80,160.94
857.41,144.47,,36671.799999952316,859.45,158.47
868.26,168.98,,36721.89999985695,860.77,160.04
893.76,187.99,,36771.59999990463,865.72,164.24
874.46,192.46,,36839.5,867.03,168.47
900.16,190.80,,36888.799999952316,872.00,171.82
919.76,201.48,,36936.199999809265,879.16,176.27
906.56,236.08,,36989.299999952316,883.27,185.24
891.91,271.54,,37034.799999952316,884.57,198.18
892.35,290.98,,37089.39999985695,885.74,212.10
889.18,311.03,,37134.299999952316,886.25,226.94
889.76,321.52,,37188.699999809265,886.78,241.13
884.96,320.92,,37235.5,886.51,253.10
900.98,317.77,,37288.09999990463,888.68,262.80
926.14,315.32,,37337.299999952316,894.30,270.68
962.99,303.78,,37388.299999952316,904.60,275.64
973.28,298.32,,37432.59999990463,914.90,279.04
993.42,311.45,,37488.799999952316,926.68,283.90
1009.38,322.23,,37533.89999985695,939.08,289.65
1021.63,330.86,,37588.5,951.47,295.83
1004.21,348.28,,37634.199999809265,959.38,303.70
1002.14,350.36,,37688.39999985695,965.79,310.70
990.35,329.52,,37737.199999809265,969.48,313.52
992.16,249.00,,37783.89999985695,972.88,303.84
916.35,323.14,,37842.09999990463,964.40,306.74
907.80,399.82,,37905.199999809265,955.91,320.70
903.07,453.96,,37952.799999952316,947.98,340.69
908.38,488.98,,38005.89999985695,942.04,362.93
915.10,509.96,,38053,938.00,384.99
937.98,534.98,,38106,938.00,407.49
965.47,543.30,,38152.59999990463,942.12,427.86
925.76,488.17,,38209.59999990463,939.66,436.91
899.92,436.66,,38262,933.70,436.87
893.14,402.08,,38326.5,927.62,431.65
880.46,360.40,,38380.299999952316,920.55,420.96
877.18,334.21,,38442.5,914.04,407.95
874.66,330.43,,38505.59999990463,908.13,396.32
862.52,314.04,,38571.5,901.29,383.98
878.77,302.73,,38638.5,897.91,371.79
902.51,216.78,,44571.699999809265,898.60,348.54
850.84,266.79,,44635.799999952316,891.44,336.28
820.70,300.93,,44774.799999952316,880.83,330.98
803.21,324.00,,44856,869.19,329.93
778.03,313.33,,44927.199999809265,855.51,327.44
614.76,229.77,,46237.5,819.40,312.79
482.48,159.53,,46357.39999985695,768.86,289.80
500.26,151.73,,46452.39999985695,728.57,269.09
551.42,177.00,,46539.799999952316,702.00,255.28
592.37,237.97,,46609.5,685.55,252.68
444.34,178.54,,46693.09999990463,649.37,241.56
348.59,131.71,,46780.39999985695,604.25,225.08
341.15,174.01,,46856.5,564.79,217.42
313.71,139.07,,46921.799999952316,527.13,205.67
374.12,214.38,,46986.89999985695,504.18,206.97
338.61,262.70,,47082,479.34,215.33
323.81,318.02,,47187.199999809265,456.01,230.74
249.88,347.59,,47258,425.09,248.26
192.51,411.04,,47325.39999985695,390.20,272.68
159.50,417.19,,47406.5,355.60,294.36
170.69,437.98,,47490.39999985695,327.86,315.90
113.14,479.38,,47570.299999952316,295.65,340.42
159.71,534.40,,47645.199999809265,275.26,369.52
233.53,528.95,,47729.09999990463,269.00,393.43
270.28,515.80,,47810.09999990463,269.19,411.79
308.21,505.61,,47894.09999990463,275.05,425.86
351.14,513.99,,47982.09999990463,286.46,439.08
401.35,522.43,,48052.799999952316,303.69,451.58
426.75,523.15,,48121.5,322.15,462.32
443.25,523.42,,48188.5,340.32,471.48
466.44,525.33,,48272.09999990463,359.24,479.56
451.90,521.22,,48339,373.14,485.81
415.95,527.04,,48407.39999985695,379.56,492.00
388.53,538.63,,48486.199999809265,380.90,498.99
392.76,542.03,,48553.199999809265,382.68,505.45
