x,y,timestamp,targetX,targetY
895.38,176.38,7970.600000143051,861.21,212.39
896.25,170.26,8014.5,866.47,206.07
891.09,161.58,8053.200000047684,870.16,199.40
887.71,154.92,8090.600000143051,872.79,192.73
854.85,145.29,8127.600000143051,870.10,185.61
811.45,134.71,8164.5,861.30,177.98
820.94,134.89,8208.800000190735,855.25,171.51
826.87,136.94,8248,850.99,166.33
836.53,141.77,8302.400000095367,848.82,162.64
845.22,140.17,8340,848.28,159.27
852.86,139.22,8373.400000095367,848.97,156.27
832.98,133.82,8411.600000143051,846.57,152.90
823.60,131.91,8445.700000047684,843.12,149.75
815.89,130.67,8480,839.04,146.89
820.99,133.36,8518.800000190735,836.33,144.86
825.78,135.97,8552.700000047684,834.75,143.53
834.61,143.13,8589.200000047684,834.73,143.47
824.23,140.46,8625.5,833.15,143.01
814.89,140.02,8661,830.41,142.57
814.98,140.48,8697.800000190735,828.10,142.25
816.40,141.45,8730.100000143051,826.34,142.13
817.88,142.30,8763.400000095367,825.07,142.16
838.17,148.27,8796.400000095367,827.04,143.07
856.88,153.87,8830,831.51,144.69
872.55,158.52,8864.600000143051,837.67,146.77
878.30,163.34,8898,843.77,149.25
894.02,169.29,8934.400000095367,851.30,152.26
905.90,173.02,8967.300000190735,859.49,155.37
929.02,179.00,9003.100000143051,869.92,158.92
936.50,172.73,9036,879.91,160.99
934.10,164.13,9069.200000047684,888.04,161.46
932.51,151.09,9102.700000047684,894.71,159.90
923.96,134.46,9136,899.10,156.09
931.38,124.68,9170.100000143051,903.94,151.38
867.07,91.94,9203.5,898.41,142.46
810.28,65.68,9236.400000095367,885.19,130.94
762.64,44.37,9269,866.81,117.96
697.20,17.08,9302.5,841.37,102.83
564.10,40.03,9685.100000143051,799.78,93.41
573.25,72.43,9727.200000047684,765.80,90.26
596.03,116.21,9761.300000190735,740.33,94.15
483.95,125.60,9801.100000143051,701.88,98.87
394.75,167.82,9839.5,655.81,109.21
341.03,216.13,9882.5,608.59,125.25
300.61,248.25,9920.100000143051,562.39,143.70
276.32,275.59,9953.300000190735,519.48,163.48
250.86,292.99,9987.400000095367,479.19,182.91
235.13,300.62,10024.5,442.58,200.57
302.80,293.03,10058.900000095367,421.61,214.44
262.71,298.72,10098.600000143051,397.78,227.08
222.91,306.25,10138.900000095367,371.55,238.96
190.68,310.85,10180.700000047684,344.42,249.74
63.76,312.05,10227.100000143051,302.32,259.09
108.90,297.72,10268.400000095367,273.31,264.88
86.43,285.57,10316.100000143051,245.27,267.98
159.79,269.94,10361.700000047684,232.45,268.28
168.55,262.43,10405.200000047684,222.87,267.40
191.42,256.93,10450.5,218.15,265.83
162.36,266.89,10499.400000095367,209.78,265.99
244.41,241.15,10541.600000143051,214.98,262.26
356.19,196.66,10583.200000047684,236.16,252.42
404.07,178.82,10629.100000143051,261.35,241.38
492.18,155.81,10669.900000095367,295.97,228.55
523.78,161.25,10714.700000047684,330.14,218.45
609.93,127.50,10764.100000143051,372.11,204.81
735.22,91.28,10820.600000143051,426.58,187.78
814.39,76.12,10860.400000095367,484.75,171.03
864.49,54.12,10899.800000190735,541.71,153.49
892.35,42.00,10948.200000047684,594.31,136.77
889.69,27.36,10999.900000095367,638.61,120.36
922.04,29.08,11040.100000143051,681.13,106.67
947.15,27.39,11078,721.03,94.78
967.37,27.22,11119.5,757.98,84.64
965.14,32.58,11165.800000190735,789.06,76.83
944.17,32.23,11209.300000190735,812.32,70.14
921.81,32.54,11251.700000047684,828.75,64.50
925.85,38.77,11292,843.31,60.64
937.92,43.65,11352.600000143051,857.50,58.09
945.51,48.47,11391.400000095367,870.70,56.65
959.27,53.63,11433,883.99,56.20
965.06,57.91,11471.300000190735,896.15,56.45
991.00,62.10,11510.100000143051,910.38,57.30
992.86,64.59,11549.900000095367,922.75,58.39
996.25,64.51,11587.400000095367,933.77,59.31
1011.62,73.20,11624.800000190735,945.45,61.39
1010.11,71.33,11662.800000190735,955.15,62.88
1013.29,71.85,11717.300000190735,963.87,64.23
998.68,69.50,11765.700000047684,969.09,65.02
993.40,66.83,11806.800000190735,972.74,65.29
1003.52,65.26,11844.900000095367,977.36,65.29
1005.19,64.93,11885.200000047684,981.53,65.23
1007.40,65.44,11923.200000047684,985.41,65.26
1012.48,66.14,11958.400000095367,989.47,65.40
1008.26,63.59,11996.800000190735,992.29,65.12
1002.39,61.14,12032.200000047684,993.80,64.53
997.35,55.17,12081.300000190735,994.33,63.12
994.99,53.30,12123.100000143051,994.43,61.65
1002.36,52.39,12183.800000190735,995.62,60.26
1002.86,53.61,12234.600000143051,996.71,59.26
982.22,49.31,12278.800000190735,994.53,57.77
989.15,52.83,12334.600000143051,993.73,57.03
983.52,45.79,12383.700000047684,992.20,55.34
976.73,41.45,12437.900000095367,989.88,53.26
968.52,35.60,12473.900000095367,986.67,50.61
970.96,38.98,12511.100000143051,984.32,48.87
959.01,37.43,12564.5,980.52,47.15
930.26,32.38,12614.700000047684,972.98,44.94
909.14,28.81,12650,963.41,42.52
919.77,30.21,12689.200000047684,956.86,40.67
925.97,35.34,12732.300000190735,952.23,39.87
939.56,37.80,12773.400000095367,950.33,39.56
900.33,36.07,12819.100000143051,942.83,39.04
885.26,64.20,12860.100000143051,934.19,42.81
872.50,80.84,12897.600000143051,924.94,48.51
863.41,95.08,12947.800000190735,915.71,55.50
867.46,93.20,12981.300000190735,908.47,61.15
845.50,101.80,13031.700000047684,899.03,67.25
834.70,119.73,13083.600000143051,889.38,75.12
855.12,123.29,13120.300000190735,884.24,82.35
859.42,126.74,13159.400000095367,880.52,89.01
865.75,144.05,13203.200000047684,878.30,97.26
876.24,144.92,13241.200000047684,877.99,104.41
888.82,151.02,13279.800000190735,879.62,111.40
875.71,152.52,13332.300000190735,879.03,117.57
874.59,152.23,13382.200000047684,878.36,122.77
855.12,159.93,13424.200000047684,874.88,128.35
840.47,148.36,13461.800000190735,869.72,131.35
818.20,153.08,13517.600000143051,861.99,134.61
811.11,144.99,13556.300000190735,854.36,136.17
827.40,136.17,13595.800000190735,850.32,136.17
853.11,133.74,13648.300000190735,850.73,135.80
878.02,140.05,13699.700000047684,854.83,136.44
883.97,142.32,13737.700000047684,859.20,137.32
877.57,140.52,13774,861.96,137.80
902.00,135.49,13812.600000143051,867.96,137.46
922.18,130.90,13864.600000143051,876.10,136.47
939.19,124.95,13898.5,885.56,134.74
924.46,122.35,13936.600000143051,891.39,132.89
889.67,127.94,13971,891.14,132.14
867.04,138.65,14007.400000095367,887.52,133.12
847.83,147.84,14043,881.57,135.33
838.19,153.98,14079.700000047684,875.06,138.13
803.71,152.40,14115.800000190735,864.36,140.27
770.69,144.72,14165.100000143051,850.31,140.93
755.60,136.39,14200.700000047684,836.10,140.25
727.87,122.42,14235.5,819.87,137.58
705.37,107.23,14268.600000143051,802.69,133.03
678.92,95.66,14303.5,784.13,127.42
694.21,98.12,14338.300000190735,770.64,123.02
709.30,100.84,14371.5,761.44,119.70
670.77,71.98,14407.200000047684,747.84,112.54
645.33,49.65,14441.800000190735,732.46,103.11
625.22,31.48,14473.900000095367,716.38,92.36
547.82,10.02,14506.800000190735,691.09,80.01
563.54,9.33,14638.5,671.96,69.41
649.65,33.24,14673.900000095367,668.61,63.98
674.51,66.95,14712.900000095367,669.50,64.43
469.89,152.49,14751.5,639.56,77.64
359.12,214.48,14790.700000047684,597.49,98.16
261.63,227.36,14837.700000047684,547.11,117.54
130.87,261.83,14878,484.67,139.19
27.85,265.64,14919,416.15,158.16
